"","ngram","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910"
"1375","ministers",15,36,10,2,6,2,6,2,4,0,0
"1376","misdadigers",0,0,0,0,0,0,3,0,0,2,0
"1377","miss»",0,0,0,0,0,0,0,0,1,0,0
"1378","missie",0,0,0,0,0,0,2,0,0,0,0
"1379","missien",0,0,0,0,0,2,0,0,0,0,0
"1380","missiën",0,0,0,0,0,6,10,23,11,0,4
"1381","missies",0,0,0,0,0,0,0,0,0,0,11
"1382","mken",0,0,0,0,0,0,0,0,1,0,0
"1383","mo",0,2,0,0,0,0,0,0,0,0,0
"1384","modellen",0,0,0,0,2,0,0,0,0,0,0
"1385","modetijdschriften",0,0,0,0,0,0,0,0,1,0,0
"1386","moeielijkheden",0,0,0,0,0,2,0,0,0,0,0
"1387","moeijelijkheden",0,0,0,0,0,9,2,0,0,0,0
"1388","moeilijkheden",0,0,0,0,0,0,0,0,2,8,4
"1389","mogend",0,0,0,0,0,0,0,0,1,0,0
"1390","mogendheden",39,68,114,205,421,1107,610,243,501,365,156
"1391","mogendheid",6,8,9,21,111,201,43,28,144,108,82
"1392","mogenheden",0,0,0,0,3,0,0,0,0,0,0
"1393","mogenheid",0,0,0,0,0,0,0,0,0,0,2
"1394","molens",0,0,0,0,0,0,0,0,1,0,0
"1395","monniken",0,0,0,0,0,0,0,0,0,2,0
"1396","mousseerenden",0,0,0,0,0,0,0,0,0,2,0
"1397","msrkt",0,0,0,0,0,0,0,2,0,0,0
"1398","munt",0,0,0,0,0,0,6,2,2,0,2
"1399","munten",0,0,0,0,0,5,3,0,0,2,6
"1400","musea",0,0,0,0,0,0,4,0,6,8,9
"1401","musici",0,0,0,0,0,0,0,0,0,2,0
"1402","muziekcorpsen",0,0,0,0,0,2,0,0,0,0,0
"1403","muziekgezelschappen",0,0,0,0,0,0,0,0,1,0,0
"1404","muziekkorpsen",0,0,0,0,0,2,0,0,0,0,0
"1405","n",0,0,0,0,0,0,0,0,1,0,2
"1406","naamlooze",0,0,0,2,73,12,0,0,4,0,6
"1407","naar",0,0,0,0,0,0,2,0,0,0,0
"1408","nadrukkers",0,0,0,0,2,0,0,0,0,0,0
"1409","nagenoeg",0,0,0,0,15,2,2,0,4,0,0
"1410","natie",0,0,0,0,4,0,0,0,0,0,0
"1411","natiën",0,2,0,4,0,18,2,0,2,0,0
"1412","nationaliteit",0,0,0,0,0,0,0,2,0,0,0
"1413","natuurboter",0,0,0,0,0,0,0,0,2,0,0
"1414","natuurkundigen",0,0,0,0,0,0,0,0,0,2,0
"1415","natuurlijk",0,0,0,0,0,0,0,0,1,0,0
"1416","natuuronderzoekers",0,0,0,0,0,0,0,0,0,0,2
"1417","naven",0,0,0,0,0,0,0,0,2,0,0
"1418","navens",0,0,0,0,0,0,0,0,12,47,0
"1419","navraag",0,0,0,2,0,0,0,0,0,0,0
"1420","nederlandsche",0,0,0,0,0,0,0,2,0,0,0
"1421","nederzetting",0,0,0,0,0,0,0,0,0,0,4
"1422","nederzettingen",0,0,0,0,0,0,0,0,0,14,2
"1423","negotiatien",2,0,0,0,0,0,0,0,0,0,0
"1424","negotiatiën",0,2,0,0,0,0,0,0,0,0,0
"1425","neiuwstijdingen",0,0,0,0,0,13,0,0,0,0,0
"1426","neringdoenden",0,0,0,0,0,0,0,2,0,0,0
"1427","neutrale",0,0,0,0,0,0,0,0,0,0,2
"1428","niet",0,0,0,2,6,0,0,2,6,6,0
"1429","nieuwe",0,0,0,0,0,0,0,47,0,0,0
"1430","nieuws",0,2,0,18,0,75,37,17,66,166,438
"1431","nieuwsbladen",0,0,0,0,0,6,0,0,0,2,0
"1432","nieuwslijdingen",0,0,0,0,0,2,0,0,0,0,0
"1433","nieuwspapieren",2,0,0,0,0,0,0,0,0,0,0
"1434","nieuwstijdingen",0,0,99,4,671,1775,100,0,0,12,0
"1435","nieuwstijngen",0,0,0,0,4,0,0,0,0,0,0
"1436","nijverheid",2,0,0,0,0,4,3,8,2,11,11
"1437","nijverheidsproducten",0,0,0,0,0,0,0,0,2,0,0
"1438","nijverheidsvoortbrengselen",0,0,0,0,0,0,0,2,0,0,0
"1439","niuewstijdingen",0,0,0,0,0,3,0,0,0,0,0
"1440","nn",0,0,0,0,0,0,0,0,1,0,0
"1441","noch",0,0,0,0,0,0,0,0,0,2,0
"1442","noleeringen",0,0,0,0,0,0,0,0,1,0,0
"1443","notarieële",0,0,0,0,0,0,0,0,2,0,0
"1444","noteerden",0,0,0,0,0,0,0,0,0,2,0
"1445","noteeren",0,0,0,0,0,0,0,137,25,0,0
"1446","noteering",0,0,0,0,0,0,0,0,1,2,0
"1447","noteeringeh",0,0,0,0,0,0,0,0,1,0,0
"1448","noteeringen",0,0,0,0,0,0,0,8,63,95,9
"1449","noteeringeu",0,0,0,0,0,0,0,0,0,4,0
"1450","noteeriugen",0,0,0,0,0,0,0,0,2,0,0
"1451","noteringen",0,0,0,2,15,8,42,29,0,0,0
"1452","ö",0,0,0,0,0,0,0,0,1,0,0
"1453","oblig",0,0,0,0,0,0,0,18,2,0,0
"1454","obligaliën",0,0,0,0,0,0,0,0,1,0,0
"1455","obligatiehou•l",0,0,0,0,0,0,0,0,1,0,0
"1456","obligatiehouders",0,0,0,0,0,0,7,0,9,2,2
"1457","obligatien",0,0,0,0,0,0,2,2,1,0,0
"1458","obligatiën",0,0,0,0,0,0,0,0,8,5,0
"1459","obligatieschuld",0,0,0,0,0,0,0,0,1,0,0
"1460","ochtendbladen",0,0,0,0,0,0,0,0,0,4,0
"1461","octrooihouders",0,0,0,0,0,0,0,0,0,0,2
"1462","octrooiwetten",0,0,0,0,0,0,0,0,0,2,0
"1463","oerichten",0,0,0,0,0,0,0,0,0,2,0
"1464","oesters",0,0,0,0,0,0,0,0,4,0,0
"1465","of",0,6,4,4,0,0,4,14,8,4,2
"1466","offerten",0,0,0,0,0,0,0,0,1,25,65
"1467","offertes",0,0,0,0,0,0,0,4,0,2,0
"1468","officier",0,0,0,0,0,0,0,0,4,0,0
"1469","officieren",0,0,0,0,18,7,27,10,50,65,75
"1470","olie",0,0,0,0,0,0,0,0,1,4,0
"1471","omstandigheden",0,0,0,2,10,2,0,0,1,0,0
"1472","onbewerkte",0,0,0,0,0,0,0,0,4,0,0
"1473","onderdanen",0,0,0,0,0,0,2,0,1,0,2
"1474","ondergingen",0,0,0,0,2,0,0,0,0,0,0
"1475","ondernemers",0,0,0,0,2,2,0,0,0,2,2
"1476","onderneming",0,0,0,0,0,0,2,2,0,2,2
"1477","ondernemingen",0,0,0,0,3,4,6,14,18,28,36
"1478","onderscheidingen",0,0,0,0,0,0,0,0,1,0,2
"1479","ondersteuning",0,0,0,0,0,4,0,0,0,0,0
"1480","ondervond",0,0,0,0,0,0,5,2,0,0,0
"1481","onderwijzers",0,0,0,0,0,0,0,3,0,0,0
"1482","ongedroogde",0,0,0,4,0,2,0,0,0,0,0
"1483","ongefrankeerde",0,0,0,0,0,4,0,0,0,0,0
"1484","ongeraffineerde",0,0,0,0,0,2,0,0,0,0,0
"1485","ontbreekt",0,0,0,0,0,0,0,0,2,0,0
"1486","ontvangsten",0,0,0,0,2,0,0,0,0,0,0
"1487","ontwerpen",0,0,0,0,0,0,0,0,0,4,0
"1488","onveranderd",0,0,0,7,13,2,23,8,38,0,0
"1489","oogartsen",0,0,0,0,0,0,0,0,2,0,0
"1490","ook",0,0,0,0,0,0,3,3,0,4,0
"1491","oorlog",2,0,0,4,4,4,0,0,0,0,0
"1492","oorlogen",2,0,0,0,0,0,0,2,4,0,2
"1493","oorlogschepen",0,0,0,0,0,4,2,0,6,0,0
"1494","oorlogscorrespondenten",0,0,0,0,0,0,0,0,0,0,3
"1495","oorlogsschepen",0,0,0,0,6,34,0,0,10,6,23
"1496","oorlogsschip",0,0,0,0,0,0,0,0,0,2,0
"1497","oorsprong",0,0,0,0,0,2,0,0,0,0,0
"1498","oostenrijk",0,0,0,2,0,0,0,0,0,0,0
"1499","oostenrijksche",0,0,0,0,5,4,0,0,0,0,0
"1500","op",0,0,2,2,2,48,3,2,1,0,55
"1501","opdracht",0,0,0,0,0,0,0,2,0,0,0
"1502","openden",0,0,0,0,0,2,5,0,0,0,0
"1503","opening",0,0,0,0,0,0,15,0,0,0,0
"1504","oplichters",0,0,0,0,0,0,0,0,0,0,12
"1505","oproerstokers",0,0,0,0,0,0,0,2,0,0,0
"1506","oranen",0,0,0,0,0,0,0,2,3,0,10
"1507","orde",0,0,0,0,0,2,0,2,1,0,5
"1508","orden",0,0,0,0,2,2,9,13,14,8,8
"1509","order",0,0,0,0,0,2,0,0,0,0,0
"1510","order»",0,0,2,0,0,0,0,0,0,0,0
"1511","orders",0,2,30,27,19,36,12,12,29,18,4
"1512","ordesgeestelijken",0,0,0,0,0,0,0,0,0,2,0
"1513","ordeteekenen",0,0,0,0,0,0,0,0,12,0,0
"1514","organen",0,0,0,0,0,4,4,0,4,0,2
"1515","organisaties",0,0,0,0,0,0,0,0,0,0,2
"1516","origine",0,0,0,0,0,0,0,0,1,0,0
"1517","orize",0,0,0,0,0,0,0,0,1,0,0
"1518","otaatsfondsen",0,0,0,0,0,0,0,0,2,0,0
"1519","ouders",0,0,0,0,2,0,0,0,0,0,0
"1520","oudheidskenners",0,0,0,0,0,0,2,0,0,0,0
"1521","over",0,0,2,8,23,26,10,17,6,0,0
"1522","overeenkomsten",0,0,0,0,0,0,0,0,0,0,2
"1523","overheercehing",0,0,0,0,0,0,0,0,1,0,0
"1524","overheersching",0,0,0,0,0,2,0,0,0,0,0
"1525","overheid",0,0,0,8,0,0,0,0,0,0,0
"1526","overicht",0,0,0,0,0,0,0,0,3,0,0
"1527","overproductie",0,0,0,0,0,0,0,0,3,2,0
"1528","overweldigers",0,0,0,0,0,2,0,0,0,0,0
"1529","overzicht",0,0,0,0,0,0,0,7,366,426,6
"1530","overzigt",0,0,0,0,0,0,10,0,0,0,0
"1531","ovorigens",0,0,0,0,0,2,0,0,0,0,0
"1532","p",0,0,0,0,0,0,0,0,1,0,0
"1533","paarden",0,0,0,0,0,0,2,5,7,19,6
"1534","paardenhandelaars",0,0,0,0,0,0,0,0,1,0,0
"1535","paardenkoopers",0,0,0,0,0,0,0,0,2,0,0
"1536","packetschepen",0,0,0,0,2,0,0,0,0,0,0
"1537","padvinders",0,0,0,0,0,0,0,0,0,0,2
"1538","pandbrieven",0,0,0,0,0,0,0,0,1,0,2
"1539","papieren",0,0,0,0,0,0,6,0,1,0,11
"1540","paragraaf",0,0,0,0,0,0,0,0,0,2,0
"1541","pariteit",0,0,0,0,0,0,0,0,0,0,11
"1542","pariteiten",0,0,0,0,0,0,0,0,0,4,0
"1543","parlementariërs",0,0,0,0,0,0,0,0,0,0,2
"1544","parlementen",0,0,0,0,0,2,0,0,2,8,2
"1545","pars",0,0,0,0,0,0,0,0,0,2,2
"1546","particulieren",0,0,0,0,0,0,0,0,2,0,0
"1547","partijgenooten",0,0,0,0,0,0,0,0,1,0,8
"1548","pas",0,0,0,0,0,0,0,0,3,7,25
"1549","paspoort",0,0,0,4,0,0,0,0,0,0,2
"1550","paspoorten",6,5,7,41,37,64,39,20,12,16,30
"1551","passen",0,2,6,0,0,6,0,3,0,0,16
"1552","passieve",0,0,7,0,0,0,0,0,0,0,0
"1553","paviljoenen",0,0,0,0,0,0,0,0,0,2,0
"1554","pcte",0,0,0,0,0,0,0,0,1,0,0
"1555","peis",0,0,0,0,0,0,0,0,1,0,0
"1556","pelgrims",0,0,0,0,0,0,0,2,2,0,0
"1557","per",0,0,0,0,0,0,2,13,0,0,0
"1558","per»",0,0,0,0,0,0,0,0,0,0,3
"1559","pera",0,0,0,0,0,0,0,0,3,0,0
"1560","periodieken",0,0,0,0,0,0,0,0,1,0,0
"1561","perpetueel©",0,0,0,0,0,0,0,0,0,3,0
"1562","perpetueele",0,0,0,0,0,0,0,0,0,312,0
"1563","pèrpetueele",0,0,0,0,0,0,0,0,0,2,0
"1564","pers",0,0,0,2,12,129,144,222,1019,949,527
"1565","persuitingen",0,0,0,0,0,0,0,0,0,3,0
"1566","persvereeniging",0,0,0,0,0,0,0,0,0,0,15
"1567","petroleum",0,0,0,0,0,0,0,0,0,0,2
"1568","philatelist",0,0,0,0,0,0,0,0,1,0,0
"1569","pianos",0,0,0,0,0,0,0,0,0,2,0
"1570","piaster",0,0,0,0,0,0,0,0,0,2,0
"1571","pik",0,2,0,0,0,0,0,0,0,0,0
"1572","plaatsen",0,0,2,0,0,4,2,10,4,3,9
"1573","plantages",0,0,0,0,0,0,4,0,0,0,0
"1574","ploegen",0,0,0,0,0,0,0,0,0,6,0
"1575","po",0,0,0,0,0,0,0,0,4,0,0
"1576","poh",0,0,0,0,0,0,0,0,1,0,0
"1577","pol",0,0,0,0,0,0,0,0,1,0,0
"1578","pol1",0,0,0,0,0,0,0,0,1,0,0
"1579","polder",0,0,0,0,0,0,0,0,0,2,0
"1580","polemiek",0,0,0,3,0,0,0,0,0,0,0
"1581","politici",0,0,0,0,0,0,0,0,1,0,0
"1582","politick",0,0,0,0,0,2,0,3,2,0,4
"1583","politie",0,0,0,0,0,0,4,2,2,14,0
"1584","politiek",0,0,47,77,280,1681,784,1145,1945,2754,2141
"1585","politiek—een",0,0,0,0,0,0,0,0,1,0,0
"1586","politiek»",0,0,0,0,0,0,0,0,0,0,2
"1587","politieke",0,0,0,0,2,20,0,4,6,4,21
"1588","politiok",0,0,0,0,0,0,0,0,2,0,0
"1589","polüieoverheden",0,0,0,0,0,0,0,0,2,0,0
"1590","poorten",0,0,0,0,0,0,0,0,0,2,0
"1591","port",0,0,0,0,4,0,0,0,1,0,0
"1592","portefeuille",0,0,0,0,0,0,0,50,14,20,0
"1593","portugal",0,0,0,10,0,0,0,2,2,0,0
"1594","portugeesche",0,0,0,0,0,0,0,0,5,2,0
"1595","portugesche",0,0,0,0,0,2,0,0,0,0,0
"1596","positie",0,0,0,0,0,0,0,0,2,5,0
"1597","post",0,0,0,0,0,0,0,0,1,6,0
"1598","postadmimstratiën",0,0,0,0,0,0,0,0,1,0,0
"1599","postadministratien",0,0,0,0,3,2,2,0,0,2,0
"1600","postadministratiën",0,0,0,0,0,0,0,4,0,4,0
"1601","postadraißistratie",0,0,0,0,0,0,0,0,1,0,0
"1602","postbesturen",0,0,0,0,0,0,0,9,4,0,0
"1603","postbureaus",0,0,0,0,0,0,0,0,0,3,0
"1604","postbureaux",0,0,0,0,0,0,0,2,0,0,0
"1605","postdienst",0,0,0,0,0,0,0,0,0,0,2
"1606","posten",0,0,0,0,19,2,2,2,0,6,0
"1607","postkantoren",0,0,0,0,0,0,2,21,0,17,2
"1608","postpakketten",0,0,0,0,0,0,0,0,2,6,0
"1609","poststukken",0,0,0,0,0,0,2,0,0,0,0
"1610","postverzending",0,0,0,0,0,0,0,0,0,0,3
"1611","postwissels",0,0,0,0,0,0,4,3,2,2,2
"1612","postzegelbladen",0,0,0,0,0,0,0,0,1,0,0
"1613","postzegelhandelaars",0,0,0,0,0,0,0,0,1,0,0
"1614","postzegels",0,0,0,0,0,0,0,0,13,35,0
"1615","potasch",5,0,0,0,0,0,0,0,0,0,0
"1616","potentaten",0,0,0,0,2,0,0,0,0,0,0
"1617","praelaten",0,0,0,0,2,2,0,0,0,0,0
"1618","predikanten",0,0,0,0,0,0,3,2,0,4,0
"1619","premieaandeelen",0,0,0,0,0,0,0,0,0,2,0
"1620","premieleeningen",0,0,0,0,0,0,0,2,0,0,0
"1621","premieloten",0,0,0,0,0,0,0,0,0,2,0
"1622","pressie",0,0,0,0,2,14,4,0,2,2,2
"1623","pretendenten",0,0,0,0,0,0,0,7,0,0,0
"1624","priesters",0,0,0,0,0,0,2,0,0,0,0
"1625","prijsh",0,0,0,0,0,0,0,0,1,0,0
"1626","prijshoudend",0,0,0,41,15,2,24,0,9,0,2
"1627","prijshoudende",0,0,5,21,2,0,0,0,0,0,0
"1628","prins",0,0,0,0,0,0,0,0,1,0,0
"1629","prinsen",0,0,0,0,0,8,2,2,4,5,0
"1630","prinses",0,0,0,2,0,0,0,0,0,0,0
"1631","produccen",0,0,2,0,0,0,0,0,0,0,0
"1632","producent",0,0,0,0,0,0,0,7,7,0,3
"1633","producenten",0,0,0,0,2,0,0,0,5,0,2
"1634","product",0,0,0,0,0,0,2,2,3,0,7
"1635","producten",19,0,77,4,21,7,6,38,77,36,19
"1636","productie",0,0,4,0,0,0,0,0,6,0,0
"1637","produften",2,0,0,0,0,0,0,0,0,0,0
"1638","produkcen",0,0,2,0,0,0,0,0,0,0,0
"1639","produkten",4,2,6,0,0,0,0,0,3,0,2
"1640","professoren",0,0,0,0,0,0,14,0,0,0,2
"1641","proffen",0,0,0,0,0,0,0,0,0,0,2
"1642","prompt",0,0,0,0,0,0,0,0,8,4,0
"1643","propaganda",0,0,0,0,2,0,0,0,0,4,0
"1644","prostituees",0,0,0,0,0,0,0,2,0,0,0
"1645","protectie",0,0,0,0,0,0,0,0,0,6,0
"1646","pruisische",0,0,0,0,0,0,0,2,0,0,0
"1647","pruissen",0,0,0,0,0,0,2,0,0,0,0
"1648","publicisten",0,0,0,0,0,2,0,0,0,0,0
"1649","publieke",0,0,0,0,0,0,0,0,1,0,0
"1650","puike",0,0,0,0,0,0,2,0,0,0,0
"1651","quaestie",0,0,0,0,0,3,0,0,2,0,0
"1652","quaestien",0,0,0,0,0,10,0,0,0,0,0
"1653","quaestiën",0,0,0,0,0,12,0,0,0,0,0
"1654","quaesties",0,0,0,0,0,0,0,2,4,2,2
"1655","questies",0,0,0,0,0,0,0,2,0,0,0
"1656","quitanties",0,0,0,0,0,0,0,0,1,0,0
"1657","raadgevers",0,0,0,0,0,0,0,0,0,0,5
"1658","raadslieden",0,0,0,0,0,0,0,0,0,0,4
"1659","rabbijnen",0,0,0,7,0,0,0,0,0,0,0
"1660","raffinaderijen",0,0,0,0,0,0,0,2,0,0,2
"1661","rails",0,0,0,0,0,0,0,3,0,0,0
"1662","raken",0,0,0,0,0,0,0,0,0,0,3
"1663","rassen",0,0,0,0,0,0,0,6,6,2,2
"1664","re»",0,0,0,0,0,0,0,0,0,0,2
"1665","reassurantiecontracten",0,0,0,0,0,0,0,0,0,2,0
"1666","rechtbanken",0,0,0,0,0,0,2,0,0,0,0
"1667","rechthebbenden",0,0,0,0,0,0,0,0,0,0,2
"1668","rechtsgeleerden",0,0,0,0,0,0,0,0,1,0,2
"1669","rechtspleging",0,0,0,0,0,0,0,2,0,0,0
"1670","rechtsstudie",0,0,0,0,0,0,0,2,0,0,0
"1671","rechtstoestanden",0,0,0,0,0,0,0,0,0,2,0
"1672","rechtstudie",0,0,0,0,0,0,0,2,0,0,0
"1673","reclame",0,0,0,0,0,0,0,0,0,0,38
"1674","redacteur",0,0,0,0,0,0,0,0,0,0,2
"1675","reddingcorpsen",0,0,0,0,0,0,0,0,2,0,0
"1676","reddingkorpsen",0,0,0,0,0,0,0,0,2,0,0
"1677","redelijk",0,0,0,0,0,2,0,0,0,0,0
"1678","redenaars",0,0,0,0,0,2,0,0,0,0,0
"1679","reederijen",0,0,0,0,0,0,0,0,1,4,2
"1680","reeders",0,0,0,0,0,0,0,0,3,0,0
"1681","regeerende",0,0,0,0,0,0,0,0,0,2,0
"1682","regeering",0,0,0,0,0,0,0,10,14,6,3
"1683","regeeringen",0,0,0,0,0,8,24,40,80,112,105
"1684","regeeringscommissarissen",0,0,0,0,0,0,0,0,0,4,0
"1685","regeeringspersonen",0,0,0,0,0,0,0,0,0,4,0
"1686","regeeringspolitiek",0,0,0,0,0,2,0,0,0,0,0
"1687","regelingen",0,0,0,0,0,0,0,0,0,2,0
"1688","regering",0,0,0,0,24,20,2,0,0,0,0
"1689","regeringen",0,0,5,14,126,197,44,8,0,0,0
"1690","regeringsbeleid",0,0,0,0,0,3,0,0,0,0,0
"1691","regimenten",0,0,0,0,0,0,0,0,2,2,0
"1692","regtbank",0,0,0,0,2,0,0,0,0,0,0
"1693","régtbank",0,2,0,0,0,0,0,0,0,0,0
"1694","regtsgeleerden",0,0,0,2,0,0,0,0,0,0,0
"1695","rei",0,0,0,0,0,0,0,0,1,0,0
"1696","rei»",0,0,0,0,2,0,0,0,0,0,0
"1697","reïb",0,0,0,0,0,0,0,0,0,2,0
"1698","reis",0,10,95,137,1113,995,280,221,362,409,118
"1699","reisjes",0,0,0,0,0,0,0,0,2,0,0
"1700","reispas",0,0,0,0,0,0,0,0,5,0,0
"1701","reispassen",0,0,0,7,0,0,0,0,0,0,2
"1702","reize",0,3,10,2,9,0,0,0,0,0,0
"1703","reizen",4,2,0,8,11,6,2,12,9,36,39
"1704","reizigers",0,0,0,0,0,0,0,0,0,0,2
"1705","reizigersjie",0,0,0,0,0,0,0,0,1,0,0
"1706","rekening",0,0,8,15,40,176,411,341,392,903,584
"1707","rekenlng",0,0,0,0,0,0,0,0,0,0,12
"1708","relatiën",0,0,0,0,0,0,0,0,1,4,0
"1709","relaties",0,0,0,0,0,0,0,0,0,2,2
"1710","rennen",0,0,0,0,0,0,0,0,0,0,2
"1711","renners",0,0,0,0,0,0,0,0,1,6,0
"1712","rente",0,0,0,0,0,0,2,2,1,0,0
"1713","rentesoorten",0,0,0,0,0,0,0,8,0,0,0
"1714","reporters",0,0,0,0,0,0,0,0,2,0,0
"1715","reptielen",0,0,0,0,0,0,2,0,0,0,0
"1716","rerigten",0,10,0,0,0,0,0,0,0,0,0
"1717","reserves",0,0,0,0,0,0,0,0,0,0,2
"1718","residenten",0,0,0,0,0,0,0,0,2,0,0
"1719","revolutionairen",0,0,0,0,0,2,4,0,0,0,0
"1720","ridderorde",0,0,0,0,0,0,10,0,0,0,0
"1721","ridderorden",0,0,0,0,0,0,5,9,2,6,0
"1722","ridderteekenen",0,0,0,0,0,0,2,0,0,0,0
"1723","riet",0,0,0,0,0,0,22,16,0,0,0
"1724","rietsuiker",0,0,0,0,0,0,0,8,4,4,0
"1725","rijders",0,0,0,0,0,0,0,0,20,0,0
"1726","rijken",0,0,0,0,0,0,0,0,2,2,0
"1727","rijst",0,0,0,0,0,2,0,0,0,10,7
"1728","rijtuigmaatschappijen",0,0,0,0,0,0,0,0,0,2,0
"1729","rijwielen",0,0,0,0,0,0,0,0,3,0,0
"1730","riken",0,0,0,0,0,0,0,0,1,0,0
"1731","rivieren",0,0,0,0,5,2,0,0,0,0,0
"1732","riviervaart",0,0,0,0,2,0,2,2,0,0,0
"1733","roeiers",0,0,0,0,0,0,0,0,1,0,0
"1734","roerende",0,0,0,0,0,0,0,0,1,0,0
"1735","rogg",0,0,0,0,0,0,0,0,0,2,0
"1736","rogge",0,2,0,2,2,69,287,228,431,182,421
"1737","roggge",0,0,0,0,0,0,0,0,1,0,0
"1738","roggo",0,0,0,0,0,0,2,6,0,0,0
"1739","rois",0,0,0,0,2,0,0,0,0,0,0
"1740","romans",0,0,0,0,0,0,0,0,3,0,0
"1741","ronde",0,0,0,0,0,0,6,0,0,0,0
"1742","roode",0,0,0,0,0,0,0,0,0,0,4
"1743","rubriek",0,0,0,0,0,0,0,0,0,0,2
"1744","rubrieken",0,0,0,0,0,0,0,0,0,0,2
"1745","ruim",0,0,0,0,0,0,4,0,0,0,0
"1746","runderen",0,0,0,0,0,2,0,2,0,0,0
"1747","rusland",0,0,0,5,0,0,0,0,0,0,0
"1748","ruwe",0,0,0,0,0,347,197,335,18,2,2
"1749","s",0,0,0,0,3,11,0,7,5,2,7
"1750","saatsfoausen",0,0,0,0,0,0,0,0,1,0,0
"1751","saatsfondsenmarkt",0,0,0,0,0,0,0,0,1,0,0
"1752","saken",0,0,6,0,0,0,0,0,2,2,8
"1753","saldi",0,0,0,0,0,0,0,0,0,4,19
"1754","saldos",0,0,0,0,0,0,0,0,0,0,4
"1755","sanatoria",0,0,0,0,0,0,0,0,0,9,0
"1756","sardinische",0,0,0,0,2,0,0,0,0,0,0
"1757","satire",0,0,0,0,0,0,0,0,0,2,0
"1758","satires",0,0,0,0,0,0,0,0,4,2,0
"1759","scaackunde",0,0,2,0,0,0,0,0,0,0,0
"1760","schaaldieren",0,0,0,0,0,0,0,0,0,2,0
"1761","schaars",0,0,0,0,0,0,0,0,2,0,0
"1762","schaarsch",0,0,0,0,0,0,0,7,2,0,0
"1763","schadelijke",0,0,0,0,0,0,0,0,1,0,0
"1764","schapenwol",0,0,0,0,0,0,0,0,0,0,2
"1765","scheepvaarc",0,0,0,3,0,0,0,0,0,0,0
"1766","scheepvaart",143,197,301,225,72,24,10,9,49,23,10
"1767","scheepvaartmannen",0,0,0,0,0,0,0,0,0,0,2
"1768","scheikundigen",0,0,0,0,0,0,0,0,2,2,0
"1769","schepen",4,2,2,16,65,54,10,11,23,26,42
"1770","schermers",0,0,0,0,0,0,0,0,1,2,2
"1771","schermmeesters",0,0,0,0,0,0,0,0,1,0,0
"1772","scherpvaart",0,0,2,0,0,0,0,0,0,0,0
"1773","schilders",0,0,0,6,0,0,0,2,7,4,0
"1774","schipper",0,0,0,0,0,0,0,0,3,0,0
"1775","schipperij",0,0,0,0,0,0,0,0,1,0,0
"1776","schippers",0,0,0,0,0,0,0,0,27,4,0
"1777","schnldeischers",0,0,0,0,0,0,0,0,2,0,0
"1778","schoenmakers",0,0,0,0,0,0,0,0,1,0,0
"1779","scholen",0,0,0,0,2,0,0,4,0,4,0
"1780","school",0,0,0,0,0,0,0,0,1,0,0
"1781","schoone",0,0,0,0,0,0,0,0,0,0,4
"1782","schoonklinkende",0,0,0,0,0,0,0,0,1,0,0
"1783","schors",0,0,0,0,0,0,0,4,2,13,0
"1784","schouwburgdirecties",0,0,0,0,0,0,0,0,0,2,0
"1785","schrijvers",0,0,0,8,8,6,0,2,8,3,11
"1786","schroefstoombootreederij",0,0,0,0,0,0,5,0,0,0,0
"1787","schukleischers",0,0,0,0,0,0,0,0,2,0,0
"1788","schuld",2,6,284,274,129,151,476,183,1277,830,155
"1789","schuldbewijzen",0,0,0,0,0,0,0,0,3,2,0
"1790","schuldbrieven",0,0,0,4,0,101,26,12,13,4,2
"1791","schuldeiscbers",0,0,0,0,0,0,0,0,1,0,0
"1792","schuldeischers",0,0,10,73,4,59,38,7,99,14,0
"1793","schuldeisehers",0,0,0,0,0,2,2,0,0,0,0
"1794","schulden",0,0,5,4,0,0,2,0,4,0,2
"1795","schuldhouders",0,0,0,0,0,0,0,0,0,2,0
"1796","schuldkas",0,0,0,0,0,0,0,0,7,0,0
"1797","schuldsoorten",0,0,0,0,0,0,0,0,2,0,0
"1798","schuldva",0,0,0,0,0,0,0,0,1,0,0
"1799","schulld",0,0,0,0,0,0,0,0,0,2,0
"1800","schutters",0,0,0,0,0,4,0,0,2,0,6
"1801","secrataris",0,0,0,0,0,0,0,0,1,0,0
"1802","secretaris",0,0,0,0,0,0,0,0,1,0,0
"1803","sectie",0,0,0,0,0,0,0,0,4,0,0
"1804","secties",0,0,0,0,0,0,0,0,0,6,0
"1805","sehuldei",0,0,0,0,0,0,0,0,1,0,0
"1806","sehuldeischers",0,0,0,0,0,0,0,0,1,0,0
"1807","seinberigten",0,0,0,0,0,2,0,0,0,0,0
"1808","sen",0,0,0,0,0,0,0,0,1,0,0
"1809","sfaatsfoudsea",0,0,0,0,0,0,0,0,1,0,0
"1810","sfaatsfoudsen",0,0,0,0,0,0,0,0,1,0,0
"1811","sfaatsleeningen",0,0,0,0,0,0,0,0,1,0,0
"1812","sfcaatsfondsenmarkt",0,0,0,0,0,0,0,0,2,0,0
"1813","si3",0,0,0,0,0,0,0,0,2,0,0
"1814","siaaikunde",0,0,0,0,0,2,0,0,0,0,0
"1815","siaatsfondsen",0,0,0,0,0,0,0,0,2,0,0
"1816","sier",0,0,0,0,0,0,0,0,0,2,0
